state_name,state_code,date,day_num,total_cases,confirmed_cases,probable_cases,new_cases,pnew_cases,total_deaths,confirmed_deaths,probable_deaths,new_deaths,pnew_deaths,consent_cases,consent_deaths,created_at
Micronesia,FM,2/27/2021,75,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,2/28/2021 14:48
Georgia,GA,2/27/2021,75,1004187,816973.0,187214.0,3365,1212.0,17294,15067.0,2227.0,75,15.0,Agree,Agree,2/28/2021 14:48
Guam,GU,2/27/2021,75,7734,0.0,0.0,0,0.0,130,0.0,0.0,0,0.0,Not agree,Not agree,2/28/2021 14:48
Hawaii,HI,2/27/2021,75,26667,0.0,0.0,99,0.0,436,0.0,0.0,2,0.0,Not agree,Not agree,2/28/2021 14:48
Iowa,IA,2/27/2021,75,336007,0.0,0.0,419,103.0,5470,0.0,0.0,7,7.0,Not agree,Not agree,2/28/2021 14:48
Idaho,ID,2/27/2021,75,171140,138823.0,32317.0,233,62.0,1860,1634.0,226.0,1,0.0,Agree,Agree,2/28/2021 14:48
Illinois,IL,2/27/2021,75,1185447,1185447.0,0.0,1780,0.0,22710,20494.0,2216.0,35,1.0,Agree,Agree,2/28/2021 14:48
Indiana,IN,2/27/2021,75,660942,0.0,0.0,871,0.0,12556,12125.0,431.0,25,-2.0,Not agree,Agree,2/28/2021 14:48
Kansas,KS,2/27/2021,75,293663,238336.0,55327.0,0,0.0,4735,0.0,0.0,0,0.0,Agree,0,2/28/2021 14:48
Kentucky,KY,2/27/2021,75,403947,310029.0,93918.0,1021,380.0,4625,4199.0,426.0,25,1.0,Agree,Agree,2/28/2021 14:48
Louisiana,LA,2/27/2021,75,428592,0.0,0.0,0,0.0,9587,8906.0,681.0,0,0.0,Not agree,Agree,2/28/2021 14:48
Massachusetts,MA,2/27/2021,75,558770,548874.0,9896.0,1516,0.0,15952,15744.0,208.0,41,0.0,Agree,Agree,2/28/2021 14:48
Maryland,MD,2/27/2021,75,382099,0.0,0.0,827,0.0,7869,7687.0,182.0,13,0.0,0,Agree,2/28/2021 14:48
Maine,ME,2/27/2021,75,44634,35158.0,9476.0,141,41.0,703,681.0,22.0,1,0.0,Agree,Agree,2/28/2021 14:48
Michigan,MI,2/27/2021,75,645550,587581.0,57969.0,1425,269.0,16508,15522.0,986.0,70,2.0,Agree,Agree,2/28/2021 14:48
Minnesota,MN,2/27/2021,75,483790,0.0,0.0,812,117.0,6543,6204.0,339.0,13,0.0,0,Agree,2/28/2021 14:48
Missouri,MO,2/27/2021,75,557555,0.0,0.0,475,198.0,7919,0.0,0.0,-1,0.0,Not agree,Not agree,2/28/2021 9:48
Northern Mariana Islands,MP,2/27/2021,75,143,143.0,0.0,0,0.0,2,2.0,0.0,0,0.0,Agree,Agree,2/28/2021 14:48
Mississippi,MS,2/27/2021,75,294795,182857.0,111938.0,704,478.0,6681,4672.0,2009.0,12,7.0,Agree,Agree,2/28/2021 14:48
Montana,MT,2/27/2021,75,99837,99837.0,0.0,224,0.0,1356,1356.0,0.0,2,0.0,Agree,Agree,2/28/2021 14:48
North Carolina,NC,2/27/2021,75,858548,749388.0,109160.0,2643,640.0,11212,9922.0,1290.0,26,1.0,Agree,Agree,2/28/2021 14:48
North Dakota,ND,2/27/2021,75,99809,94590.0,5219.0,29,15.0,1445,0.0,0.0,0,0.0,Agree,Not agree,2/28/2021 14:48
Nebraska,NE,2/27/2021,75,200720,0.0,0.0,317,0.0,2082,0.0,0.0,4,0.0,Not agree,Not agree,2/28/2021 14:48
New Hampshire,NH,2/27/2021,75,75166,0.0,0.0,273,75.0,1170,0.0,0.0,3,2.0,Not agree,Not agree,2/28/2021 14:48
New Jersey,NJ,2/27/2021,75,786967,699564.0,87403.0,4134,570.0,23238,20907.0,2331.0,46,0.0,Agree,Agree,2/28/2021 14:48
New Mexico,NM,2/27/2021,75,184888,0.0,0.0,152,0.0,3700,0.0,0.0,15,0.0,0,Not agree,2/28/2021 14:48
Nevada,NV,2/27/2021,75,293488,0.0,0.0,459,0.0,4957,0.0,0.0,15,0.0,0,0,2/28/2021 14:48
New York,NY,2/27/2021,75,915323,0.0,0.0,3769,0.0,17964,0.0,0.0,31,0.0,Not agree,Not agree,2/28/2021 14:48
New York City,NY,2/27/2021,75,726556,613399.0,113157.0,4153,846.0,29333,24289.0,5044.0,78,15.0,Agree,Agree,2/28/2021 14:48
Ohio,OH,2/27/2021,75,966154,828470.0,137684.0,1774,777.0,17237,14660.0,2577.0,54,15.0,Agree,Agree,2/28/2021 14:48
Oklahoma,OK,2/27/2021,75,431992,341533.0,90459.0,375,78.0,6520,5528.0,992.0,14,3.0,Agree,Agree,2/28/2021 0:00
Oregon,OR,2/27/2021,75,155315,153595.0,1720.0,437,0.0,2208,2193.0,15.0,2,0.0,Agree,Agree,2/28/2021 14:48
Pennsylvania,PA,2/27/2021,75,929697,800040.0,129657.0,3361,631.0,24000,0.0,0.0,63,-55.0,Agree,Not agree,2/28/2021 14:48
Puerto Rico,PR,2/27/2021,75,100297,92469.0,7828.0,253,46.0,2036,1733.0,303.0,4,0.0,Agree,Agree,2/28/2021 14:48
Palau,PW,2/27/2021,75,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,2/28/2021 14:48
Rhode Island,RI,2/27/2021,75,126379,0.0,0.0,347,0.0,2541,0.0,0.0,4,0.0,Not agree,0,2/28/2021 14:48
Marshall Islands,MH,2/27/2021,75,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,2/28/2021 14:48
South Carolina,SC,2/27/2021,75,522651,445729.0,76922.0,1807,558.0,8756,0.0,0.0,18,0.0,Agree,Not agree,4/14/2021 13:28
South Dakota,SD,2/27/2021,75,112293,0.0,0.0,186,45.0,1886,1530.0,356.0,7,2.0,0,Agree,2/28/2021 14:48
Tennessee,TN,2/27/2021,75,773887,648472.0,125415.0,1374,531.0,11393,9152.0,2241.0,16,2.0,Agree,Agree,2/28/2021 14:48
Texas,TX,2/27/2021,75,2640209,0.0,0.0,11073,2520.0,45902,0.0,0.0,107,0.0,Not agree,Not agree,2/28/2021 0:00
Utah,UT,2/27/2021,75,370770,370770.0,0.0,686,0.0,1929,1873.0,56.0,22,0.0,Agree,Agree,2/28/2021 14:48
Virginia,VA,2/27/2021,75,576050,453932.0,122118.0,1736,468.0,8552,7334.0,1218.0,170,25.0,Agree,Agree,2/28/2021 14:48
Virgin Islands,VI,2/27/2021,75,2646,0.0,0.0,10,0.0,25,0.0,0.0,0,0.0,0,0,2/28/2021 14:48
Vermont,VT,2/27/2021,75,15098,0.0,0.0,135,2.0,204,0.0,0.0,0,0.0,Not agree,Not agree,2/28/2021 14:48
Washington,WA,2/27/2021,75,339773,0.0,0.0,951,189.0,4956,0.0,0.0,0,0.0,0,0,2/28/2021 14:48
Wisconsin,WI,2/27/2021,75,616886,563496.0,53390.0,868,179.0,7014,6412.0,602.0,15,2.0,Agree,Agree,2/28/2021 14:48
West Virginia,WV,2/27/2021,75,131580,105098.0,26482.0,346,75.0,2297,0.0,0.0,6,-1.0,Agree,Not agree,2/28/2021 14:48
Wyoming,WY,2/27/2021,75,54350,46044.0,8306.0,0,0.0,671,671.0,0.0,0,0.0,Agree,Agree,2/28/2021 14:48
Alaska,AK,2/28/2021,76,55989,0.0,0.0,0,0.0,287,0.0,0.0,0,0.0,0,0,3/1/2021 15:21
Alabama,AL,2/28/2021,76,493252,386525.0,106727.0,569,80.0,9929,7787.0,2142.0,-1,-1.0,Agree,Agree,3/1/2021 15:21
Arkansas,AR,2/28/2021,76,322415,0.0,0.0,3220,1216.0,5243,0.0,0.0,-174,-68.0,Not agree,Not agree,3/1/2021 15:21
American Samoa,AS,2/28/2021,76,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/1/2021 15:21
Arizona,AZ,2/28/2021,76,816782,761668.0,55114.0,1075,86.0,15980,14099.0,1881.0,13,5.0,Agree,Agree,3/1/2021 15:21
California,CA,2/28/2021,76,3475562,0.0,0.0,4685,0.0,51979,0.0,0.0,158,0.0,Not agree,Not agree,3/1/2021 15:21
Colorado,CO,2/28/2021,76,428303,404727.0,23576.0,841,47.0,5951,5217.0,734.0,6,0.0,Agree,Agree,3/1/2021 15:21
Connecticut,CT,2/28/2021,76,279946,261052.0,18894.0,0,0.0,7622,6254.0,1368.0,0,0.0,Agree,Agree,3/1/2021 15:21
District of Columbia,DC,2/28/2021,76,40598,0.0,0.0,120,0.0,1017,0.0,0.0,7,0.0,0,0,3/1/2021 15:21
Delaware,DE,2/28/2021,76,86799,82218.0,4581.0,282,16.0,1422,1286.0,136.0,4,1.0,Agree,Agree,3/1/2021 15:21
Florida,FL,2/28/2021,76,1874154,0.0,0.0,5385,1470.0,30852,0.0,0.0,118,8.0,Not agree,Not agree,3/1/2021 15:21
Micronesia,FM,2/28/2021,76,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,3/1/2021 15:21
Georgia,GA,2/28/2021,76,1006521,818516.0,188005.0,2334,791.0,17295,15068.0,2227.0,1,0.0,Agree,Agree,3/1/2021 15:21
Guam,GU,2/28/2021,76,7734,0.0,0.0,0,0.0,130,0.0,0.0,0,0.0,Not agree,Not agree,3/1/2021 15:21
Hawaii,HI,2/28/2021,76,26721,0.0,0.0,54,0.0,436,0.0,0.0,0,0.0,Not agree,Not agree,3/1/2021 15:21
Iowa,IA,2/28/2021,76,336329,0.0,0.0,322,29.0,5471,0.0,0.0,1,1.0,Not agree,Not agree,3/1/2021 15:21
Idaho,ID,2/28/2021,76,171140,138823.0,32317.0,0,0.0,1860,1634.0,226.0,0,0.0,Agree,Agree,3/1/2021 15:21
Illinois,IL,2/28/2021,76,1186696,1186696.0,0.0,1249,0.0,22735,20516.0,2219.0,25,3.0,Agree,Agree,3/1/2021 15:21
Indiana,IN,2/28/2021,76,661673,0.0,0.0,731,0.0,12573,12142.0,431.0,17,0.0,Not agree,Agree,3/1/2021 15:21
Kansas,KS,2/28/2021,76,293663,238336.0,55327.0,0,0.0,4735,0.0,0.0,0,0.0,Agree,0,3/1/2021 15:21
Kentucky,KY,2/28/2021,76,404622,310481.0,94141.0,675,223.0,4637,4209.0,428.0,12,2.0,Agree,Agree,3/1/2021 15:21
Louisiana,LA,2/28/2021,76,430100,0.0,0.0,1508,462.0,9608,8923.0,685.0,21,4.0,Not agree,Agree,3/1/2021 15:21
Massachusetts,MA,2/28/2021,76,560198,550302.0,9896.0,1428,0.0,16004,15796.0,208.0,52,0.0,Agree,Agree,3/1/2021 15:21
Maryland,MD,2/28/2021,76,382702,0.0,0.0,603,0.0,7879,7697.0,182.0,10,0.0,0,Agree,3/1/2021 15:21
Maine,ME,2/28/2021,76,44763,35230.0,9533.0,129,57.0,703,680.0,23.0,0,1.0,Agree,Agree,3/1/2021 15:21
Michigan,MI,2/28/2021,76,645550,587581.0,57969.0,0,0.0,16508,15522.0,986.0,0,0.0,Agree,Agree,3/1/2021 15:21
Minnesota,MN,2/28/2021,76,484594,0.0,0.0,804,146.0,6551,6212.0,339.0,8,0.0,0,Agree,3/1/2021 15:21
Missouri,MO,2/28/2021,76,557833,0.0,0.0,278,112.0,7919,0.0,0.0,0,0.0,Not agree,Not agree,3/1/2021 10:21
Northern Mariana Islands,MP,2/28/2021,76,143,143.0,0.0,0,0.0,2,2.0,0.0,0,0.0,Agree,Agree,3/1/2021 15:21
Mississippi,MS,2/28/2021,76,294994,182974.0,112020.0,199,82.0,6681,4672.0,2009.0,0,0.0,Agree,Agree,3/1/2021 15:21
Montana,MT,2/28/2021,76,99954,99954.0,0.0,117,0.0,1357,1357.0,0.0,1,0.0,Agree,Agree,3/1/2021 15:21
North Carolina,NC,2/28/2021,76,858548,749388.0,109160.0,0,0.0,11212,9922.0,1290.0,0,0.0,Agree,Agree,3/1/2021 15:21
North Dakota,ND,2/28/2021,76,99852,94623.0,5229.0,43,10.0,1445,0.0,0.0,0,0.0,Agree,Not agree,3/1/2021 15:21
Nebraska,NE,2/28/2021,76,200882,0.0,0.0,162,0.0,2082,0.0,0.0,0,0.0,Not agree,Not agree,3/1/2021 15:21
New Hampshire,NH,2/28/2021,76,75424,0.0,0.0,258,52.0,1170,0.0,0.0,0,0.0,Not agree,Not agree,3/1/2021 15:21
New Jersey,NJ,2/28/2021,76,789356,701725.0,87631.0,2389,228.0,23252,20921.0,2331.0,14,0.0,Agree,Agree,3/1/2021 15:21
New Mexico,NM,2/28/2021,76,185132,0.0,0.0,244,0.0,3716,0.0,0.0,16,0.0,0,Not agree,3/1/2021 15:21
Nevada,NV,2/28/2021,76,293754,0.0,0.0,266,0.0,4957,0.0,0.0,0,0.0,0,0,3/1/2021 15:21
New York,NY,2/28/2021,76,918946,0.0,0.0,3623,0.0,18003,0.0,0.0,39,0.0,Not agree,Not agree,3/1/2021 15:21
New York City,NY,2/28/2021,76,729947,616036.0,113911.0,3391,754.0,29409,24351.0,5058.0,76,14.0,Agree,Agree,3/1/2021 15:21
Ohio,OH,2/28/2021,76,967422,829430.0,137992.0,1268,308.0,17297,14709.0,2588.0,60,11.0,Agree,Agree,3/1/2021 15:21
Oklahoma,OK,2/28/2021,76,432261,341722.0,90539.0,269,80.0,6530,5536.0,994.0,10,2.0,Agree,Agree,3/1/2021 0:00
Oregon,OR,2/28/2021,76,155597,153877.0,1720.0,282,0.0,2208,2193.0,15.0,0,0.0,Agree,Agree,3/1/2021 15:21
Pennsylvania,PA,2/28/2021,76,931642,801745.0,129897.0,1945,240.0,24021,0.0,0.0,21,21.0,Agree,Not agree,3/1/2021 15:21
Puerto Rico,PR,2/28/2021,76,100584,92708.0,7876.0,287,48.0,2037,1733.0,304.0,1,1.0,Agree,Agree,3/1/2021 15:21
Palau,PW,2/28/2021,76,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/1/2021 15:21
Rhode Island,RI,2/28/2021,76,126548,0.0,0.0,169,0.0,2544,0.0,0.0,3,0.0,Not agree,0,3/1/2021 15:21
Marshall Islands,MH,2/28/2021,76,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,3/1/2021 15:21
South Carolina,SC,2/28/2021,76,523690,446503.0,77187.0,1039,265.0,8780,0.0,0.0,24,3.0,Agree,Not agree,4/14/2021 13:28
South Dakota,SD,2/28/2021,76,112427,0.0,0.0,134,42.0,1888,1531.0,357.0,2,1.0,0,Agree,3/1/2021 15:21
Tennessee,TN,2/28/2021,76,775004,649166.0,125838.0,1117,423.0,11411,9170.0,2241.0,18,0.0,Agree,Agree,3/1/2021 15:21
Texas,TX,2/28/2021,76,2644024,0.0,0.0,3815,739.0,45997,0.0,0.0,95,0.0,Not agree,Not agree,3/1/2021 0:00
Utah,UT,2/28/2021,76,371235,371235.0,0.0,465,0.0,1935,1879.0,56.0,6,0.0,Agree,Agree,3/1/2021 15:21
Virginia,VA,2/28/2021,76,577174,454735.0,122439.0,1124,321.0,8783,7530.0,1253.0,231,35.0,Agree,Agree,3/1/2021 15:21
Virgin Islands,VI,2/28/2021,76,2646,0.0,0.0,0,0.0,25,0.0,0.0,0,0.0,0,0,3/1/2021 15:21
Vermont,VT,2/28/2021,76,15198,0.0,0.0,100,5.0,204,0.0,0.0,0,0.0,Not agree,Not agree,3/1/2021 15:21
Washington,WA,2/28/2021,76,340256,0.0,0.0,483,72.0,4956,0.0,0.0,0,0.0,0,0,3/1/2021 15:21
Wisconsin,WI,2/28/2021,76,617367,563960.0,53407.0,481,17.0,7014,6412.0,602.0,0,0.0,Agree,Agree,3/1/2021 15:21
West Virginia,WV,2/28/2021,76,131855,105325.0,26530.0,275,48.0,2300,0.0,0.0,3,0.0,Agree,Not agree,3/1/2021 15:21
Wyoming,WY,2/28/2021,76,54394,46076.0,8318.0,44,12.0,671,671.0,0.0,0,0.0,Agree,Agree,3/1/2021 15:21
Alaska,AK,3/1/2021,77,56339,0.0,0.0,350,0.0,297,0.0,0.0,10,0.0,0,0,3/2/2021 14:54
Alabama,AL,3/1/2021,77,493769,386933.0,106836.0,517,109.0,9931,7789.0,2142.0,2,0.0,Agree,Agree,3/2/2021 14:54
Arkansas,AR,3/1/2021,77,322509,0.0,0.0,94,-4.0,5250,0.0,0.0,7,1.0,Not agree,Not agree,3/2/2021 14:54
American Samoa,AS,3/1/2021,77,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/2/2021 14:54
Arizona,AZ,3/1/2021,77,817821,762652.0,55169.0,1039,55.0,15979,14100.0,1879.0,-1,-2.0,Agree,Agree,3/2/2021 14:54
California,CA,3/1/2021,77,3479078,0.0,0.0,3516,0.0,52194,0.0,0.0,215,0.0,Not agree,Not agree,3/2/2021 14:54
Colorado,CO,3/1/2021,77,429839,406219.0,23620.0,1536,44.0,5952,5218.0,734.0,1,0.0,Agree,Agree,3/2/2021 14:54
Connecticut,CT,3/1/2021,77,282626,263448.0,19178.0,2680,284.0,7651,6280.0,1371.0,29,3.0,Agree,Agree,3/2/2021 14:54
District of Columbia,DC,3/1/2021,77,40684,0.0,0.0,86,0.0,1019,0.0,0.0,2,0.0,0,0,3/2/2021 14:54
Delaware,DE,3/1/2021,77,87080,82476.0,4604.0,281,23.0,1422,1286.0,136.0,0,0.0,Agree,Agree,3/2/2021 14:54
Florida,FL,3/1/2021,77,1875818,0.0,0.0,1664,28.0,30999,0.0,0.0,147,13.0,Not agree,Not agree,3/2/2021 14:54
Micronesia,FM,3/1/2021,77,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,3/2/2021 14:54
Georgia,GA,3/1/2021,77,1008660,819730.0,188930.0,2139,925.0,17376,15148.0,2228.0,81,1.0,Agree,Agree,3/2/2021 14:54
Guam,GU,3/1/2021,77,7742,0.0,0.0,8,0.0,131,0.0,0.0,1,0.0,Not agree,Not agree,3/2/2021 14:54
Hawaii,HI,3/1/2021,77,26747,0.0,0.0,26,0.0,436,0.0,0.0,0,0.0,Not agree,Not agree,3/2/2021 14:54
Iowa,IA,3/1/2021,77,336647,0.0,0.0,318,77.0,5472,0.0,0.0,1,1.0,Not agree,Not agree,3/2/2021 14:54
Idaho,ID,3/1/2021,77,171462,139056.0,32406.0,322,89.0,1867,1641.0,226.0,7,0.0,Agree,Agree,3/2/2021 14:54
Illinois,IL,3/1/2021,77,1187839,1187839.0,0.0,1143,0.0,22759,20536.0,2223.0,24,4.0,Agree,Agree,3/2/2021 14:54
Indiana,IN,3/1/2021,77,662213,0.0,0.0,540,0.0,12595,12162.0,433.0,22,2.0,Not agree,Agree,3/2/2021 14:54
Kansas,KS,3/1/2021,77,294302,238803.0,55499.0,639,172.0,4744,0.0,0.0,9,1.0,Agree,0,3/2/2021 14:54
Kentucky,KY,3/1/2021,77,405126,310885.0,94241.0,504,100.0,4652,4224.0,428.0,15,0.0,Agree,Agree,3/2/2021 14:54
Louisiana,LA,3/1/2021,77,430504,0.0,0.0,404,105.0,9628,8941.0,687.0,20,2.0,Not agree,Agree,3/2/2021 14:54
Massachusetts,MA,3/1/2021,77,561446,551550.0,9896.0,1248,0.0,16030,15822.0,208.0,26,0.0,Agree,Agree,3/2/2021 14:54
Maryland,MD,3/1/2021,77,383170,0.0,0.0,468,0.0,7905,7723.0,182.0,26,0.0,0,Agree,3/2/2021 14:54
Maine,ME,3/1/2021,77,44945,35311.0,9634.0,182,101.0,703,680.0,23.0,0,0.0,Agree,Agree,3/2/2021 14:54
Michigan,MI,3/1/2021,77,647415,589150.0,58265.0,1865,296.0,16519,15534.0,985.0,11,-1.0,Agree,Agree,3/2/2021 14:54
Minnesota,MN,3/1/2021,77,485230,0.0,0.0,636,112.0,6554,6215.0,339.0,3,0.0,0,Agree,3/2/2021 14:54
Missouri,MO,3/1/2021,77,558526,0.0,0.0,693,295.0,7932,0.0,0.0,13,0.0,Not agree,Not agree,3/2/2021 9:54
Northern Mariana Islands,MP,3/1/2021,77,143,143.0,0.0,0,0.0,2,2.0,0.0,0,0.0,Agree,Agree,3/2/2021 14:54
Mississippi,MS,3/1/2021,77,295295,183164.0,112131.0,301,111.0,6724,4698.0,2026.0,43,17.0,Agree,Agree,3/2/2021 14:54
Montana,MT,3/1/2021,77,100003,100003.0,0.0,49,0.0,1357,1357.0,0.0,0,0.0,Agree,Agree,3/2/2021 14:54
North Carolina,NC,3/1/2021,77,862170,752406.0,109764.0,3622,604.0,11254,9959.0,1295.0,42,5.0,Agree,Agree,3/2/2021 14:54
North Dakota,ND,3/1/2021,77,99957,94684.0,5273.0,105,44.0,1447,0.0,0.0,2,0.0,Agree,Not agree,3/2/2021 14:54
Nebraska,NE,3/1/2021,77,201346,0.0,0.0,464,0.0,2084,0.0,0.0,2,0.0,Not agree,Not agree,3/2/2021 14:54
New Hampshire,NH,3/1/2021,77,75588,0.0,0.0,164,46.0,1170,0.0,0.0,0,0.0,Not agree,Not agree,3/2/2021 14:54
New Jersey,NJ,3/1/2021,77,792496,704362.0,88134.0,3140,503.0,23273,20942.0,2331.0,21,0.0,Agree,Agree,3/2/2021 14:54
New Mexico,NM,3/1/2021,77,185297,0.0,0.0,165,0.0,3729,0.0,0.0,13,0.0,0,Not agree,3/2/2021 14:54
Nevada,NV,3/1/2021,77,293980,0.0,0.0,226,0.0,4957,0.0,0.0,0,0.0,0,0,3/2/2021 14:54
New York,NY,3/1/2021,77,921678,0.0,0.0,2732,0.0,18031,0.0,0.0,28,0.0,Not agree,Not agree,3/2/2021 14:54
New York City,NY,3/1/2021,77,734650,619281.0,115369.0,4703,1458.0,29474,24427.0,5047.0,65,-11.0,Agree,Agree,3/2/2021 14:54
Ohio,OH,3/1/2021,77,968874,830282.0,138592.0,1452,600.0,17346,14752.0,2594.0,49,6.0,Agree,Agree,3/2/2021 14:54
Oklahoma,OK,3/1/2021,77,432526,341918.0,90608.0,265,69.0,6541,5547.0,994.0,11,0.0,Agree,Agree,3/2/2021 0:00
Oregon,OR,3/1/2021,77,155787,154067.0,1720.0,190,0.0,2212,2197.0,15.0,4,0.0,Agree,Agree,3/2/2021 14:54
Pennsylvania,PA,3/1/2021,77,933270,803009.0,130261.0,1628,364.0,24026,0.0,0.0,5,-8.0,Agree,Not agree,3/2/2021 14:54
Puerto Rico,PR,3/1/2021,77,100735,92834.0,7901.0,151,25.0,2040,1736.0,304.0,3,0.0,Agree,Agree,3/2/2021 14:54
Palau,PW,3/1/2021,77,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/2/2021 14:54
Rhode Island,RI,3/1/2021,77,126859,0.0,0.0,311,0.0,2550,0.0,0.0,6,0.0,Not agree,0,3/2/2021 14:54
Marshall Islands,MH,3/1/2021,77,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,3/2/2021 14:54
South Carolina,SC,3/1/2021,77,524387,447004.0,77383.0,697,196.0,8798,0.0,0.0,18,3.0,Agree,Not agree,4/14/2021 13:28
South Dakota,SD,3/1/2021,77,112470,0.0,0.0,43,6.0,1888,1531.0,357.0,0,0.0,0,Agree,3/2/2021 14:54
Tennessee,TN,3/1/2021,77,775693,649664.0,126029.0,689,191.0,11421,9181.0,2240.0,10,-1.0,Agree,Agree,3/2/2021 14:54
Texas,TX,3/1/2021,77,2647845,0.0,0.0,3821,-1141.0,46129,0.0,0.0,132,0.0,Not agree,Not agree,3/2/2021 0:00
Utah,UT,3/1/2021,77,371492,371492.0,0.0,257,0.0,1940,1884.0,56.0,5,0.0,Agree,Agree,3/2/2021 14:54
Virginia,VA,3/1/2021,77,578559,455578.0,122981.0,1385,542.0,8943,7674.0,1269.0,160,16.0,Agree,Agree,3/2/2021 14:54
Virgin Islands,VI,3/1/2021,77,2646,0.0,0.0,0,0.0,25,0.0,0.0,0,0.0,0,0,3/2/2021 14:54
Vermont,VT,3/1/2021,77,15284,0.0,0.0,86,1.0,205,0.0,0.0,1,0.0,Not agree,Not agree,3/2/2021 14:54
Washington,WA,3/1/2021,77,340708,0.0,0.0,452,61.0,4969,0.0,0.0,13,0.0,0,0,3/2/2021 14:54
Wisconsin,WI,3/1/2021,77,617700,564268.0,53432.0,333,25.0,7014,6412.0,602.0,0,0.0,Agree,Agree,3/2/2021 14:54
West Virginia,WV,3/1/2021,77,132048,105464.0,26584.0,193,54.0,2300,0.0,0.0,0,0.0,Agree,Not agree,3/2/2021 14:54
Wyoming,WY,3/1/2021,77,54471,46147.0,8324.0,77,6.0,671,671.0,0.0,0,0.0,Agree,Agree,3/2/2021 14:54
Alaska,AK,3/2/2021,78,56428,0.0,0.0,89,0.0,299,0.0,0.0,2,0.0,0,0,3/3/2021 15:20
Alabama,AL,3/2/2021,78,494421,387420.0,107001.0,652,165.0,9991,7840.0,2151.0,60,9.0,Agree,Agree,3/3/2021 15:20
Arkansas,AR,3/2/2021,78,322949,0.0,0.0,440,215.0,5254,0.0,0.0,4,-4.0,Not agree,Not agree,3/3/2021 15:20
American Samoa,AS,3/2/2021,78,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/3/2021 15:20
Arizona,AZ,3/2/2021,78,818670,763416.0,55254.0,849,85.0,16060,14158.0,1902.0,81,23.0,Agree,Agree,3/3/2021 15:20
California,CA,3/2/2021,78,3481611,0.0,0.0,2533,0.0,52497,0.0,0.0,303,0.0,Not agree,Not agree,3/3/2021 15:20
Colorado,CO,3/2/2021,78,430615,406835.0,23780.0,776,160.0,5959,5223.0,736.0,7,2.0,Agree,Agree,3/3/2021 15:20
Connecticut,CT,3/2/2021,78,283128,263876.0,19252.0,502,74.0,7658,6287.0,1371.0,7,0.0,Agree,Agree,3/3/2021 15:20
District of Columbia,DC,3/2/2021,78,40767,0.0,0.0,83,0.0,1019,0.0,0.0,0,0.0,0,0,3/3/2021 15:20
Delaware,DE,3/2/2021,78,87193,82571.0,4622.0,113,18.0,1426,1290.0,136.0,4,0.0,Agree,Agree,3/3/2021 15:20
Florida,FL,3/2/2021,78,1882865,0.0,0.0,7047,2302.0,31135,0.0,0.0,136,5.0,Not agree,Not agree,3/3/2021 15:20
Micronesia,FM,3/2/2021,78,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,3/3/2021 15:20
Georgia,GA,3/2/2021,78,1011807,821482.0,190325.0,3147,1395.0,17480,15209.0,2271.0,104,43.0,Agree,Agree,3/3/2021 15:20
Guam,GU,3/2/2021,78,7745,0.0,0.0,3,0.0,131,0.0,0.0,0,0.0,Not agree,Not agree,3/3/2021 15:20
Hawaii,HI,3/2/2021,78,26780,0.0,0.0,33,0.0,436,0.0,0.0,0,0.0,Not agree,Not agree,3/3/2021 15:20
Iowa,IA,3/2/2021,78,337062,0.0,0.0,415,185.0,5498,0.0,0.0,26,26.0,Not agree,Not agree,3/3/2021 15:20
Idaho,ID,3/2/2021,78,171836,139322.0,32514.0,374,108.0,1871,1645.0,226.0,4,0.0,Agree,Agree,3/3/2021 15:20
Illinois,IL,3/2/2021,78,1189416,1189416.0,0.0,1577,0.0,22803,20583.0,2220.0,44,-3.0,Agree,Agree,3/3/2021 15:20
Indiana,IN,3/2/2021,78,662750,0.0,0.0,537,0.0,12623,12192.0,431.0,28,-2.0,Not agree,Agree,3/3/2021 15:20
Kansas,KS,3/2/2021,78,294302,238803.0,55499.0,0,0.0,4744,0.0,0.0,0,0.0,Agree,0,3/3/2021 15:20
Kentucky,KY,3/2/2021,78,406201,311489.0,94712.0,1075,471.0,4671,4241.0,430.0,19,2.0,Agree,Agree,3/3/2021 15:20
Louisiana,LA,3/2/2021,78,431271,0.0,0.0,767,217.0,9647,8957.0,690.0,19,3.0,Not agree,Agree,3/3/2021 15:20
