,state_name,state_code,date,day_num,pfe_dose_1,pfe_dose_2,mrna_dose_1,mrna_dose_2,jnj_dose_1
703,District of Columbia,DC,02/01/2021,49,4875,4875,6100.0,6100.0,0.0
704,Federal Entities,,02/01/2021,49,119925,104325,151180.0,151800.0,0.0
705,Florida,FL,02/01/2021,49,131625,131625,176100.0,176100.0,0.0
706,Georgia,GA,02/01/2021,49,62400,62400,83500.0,83500.0,0.0
707,Guam,GU,02/01/2021,49,7800,0,9200.0,0.0,0.0
708,Hawaii,HI,02/01/2021,49,9750,9750,12000.0,12000.0,0.0
709,Idaho,ID,02/01/2021,49,10725,10725,13400.0,13400.0,0.0
710,Illinois,IL,02/01/2021,49,62400,62400,83600.0,83600.0,0.0
711,Indiana,IN,02/01/2021,49,40950,40950,54300.0,54300.0,0.0
712,Iowa,IA,02/01/2021,49,19500,19500,25800.0,25800.0,0.0
713,Kansas,KS,02/01/2021,49,17550,17550,23500.0,23500.0,0.0
714,Kentucky,KY,02/01/2021,49,28275,28275,36700.0,36700.0,0.0
715,Louisiana,LA,02/01/2021,49,29250,29250,38100.0,38100.0,0.0
716,Maine,ME,02/01/2021,49,8775,8775,11600.0,11600.0,0.0
717,Mariana Islands,,02/01/2021,49,7800,0,3200.0,0.0,0.0
718,Marshall Islands,MH,02/01/2021,49,0,0,6600.0,0.0,0.0
719,Maryland,MD,02/01/2021,49,38025,38025,49900.0,49900.0,0.0
720,Massachusetts,MA,02/01/2021,49,43875,43875,58400.0,58400.0,0.0
721,Michigan,MI,02/01/2021,49,62400,62400,83100.0,83100.0,0.0
722,Micronesia,FM,02/01/2021,49,0,0,9400.0,0.0,0.0
723,Minnesota,MN,02/01/2021,49,34125,34125,45500.0,45500.0,0.0
724,Mississippi,MS,02/01/2021,49,18525,18525,24300.0,24300.0,0.0
725,Missouri,MO,02/01/2021,49,38025,38025,50400.0,50400.0,0.0
726,Montana,MT,02/01/2021,49,6825,6825,8800.0,8800.0,0.0
727,Nebraska,NE,02/01/2021,49,11700,11700,15500.0,15500.0,0.0
728,Nevada,NV,02/01/2021,49,18525,18525,24100.0,24100.0,0.0
729,New Hampshire,NH,02/01/2021,49,8775,8775,11600.0,11600.0,0.0
730,New Jersey,NJ,02/01/2021,49,55575,55575,74000.0,74000.0,0.0
731,New Mexico,NM,02/01/2021,49,13650,13650,17300.0,17300.0,0.0
732,New York,NY,02/01/2021,49,70200,70200,94200.0,94200.0,0.0
733,New York City,,02/01/2021,49,53625,53625,71500.0,71500.0,0.0
734,North Carolina,NC,02/01/2021,49,63375,63375,84200.0,84200.0,0.0
735,North Dakota,ND,02/01/2021,49,4875,4875,6400.0,6400.0,0.0
736,Ohio,OH,02/01/2021,49,72150,72150,96600.0,96600.0,0.0
737,Oklahoma,OK,02/01/2021,49,24375,24375,31700.0,31700.0,0.0
738,Oregon,OR,02/01/2021,49,26325,26325,34600.0,34600.0,0.0
739,Palau,PW,02/01/2021,49,0,0,2800.0,0.0,0.0
740,Pennsylvania,PA,02/01/2021,49,71175,71175,95200.0,95200.0,0.0
741,Philadelphia,,02/01/2021,49,10725,10725,13200.0,13200.0,0.0
742,Puerto Rico,PR,02/01/2021,49,22425,22425,28900.0,28900.0,0.0
743,Rhode Island,RI,02/01/2021,49,6825,6825,9100.0,9100.0,0.0
744,South Carolina,SC,02/01/2021,49,31200,31200,41400.0,41400.0,0.0
745,South Dakota,SD,02/01/2021,49,5850,5850,7000.0,7000.0,0.0
746,Tennessee,TN,02/01/2021,49,41925,41925,55200.0,55200.0,0.0
747,Texas,TX,02/01/2021,49,164775,164775,220500.0,220500.0,0.0
748,U.S. Virgin Islands,,02/01/2021,49,975,975,900.0,900.0,0.0
749,Utah,UT,02/01/2021,49,17550,17550,22900.0,22900.0,0.0
750,Vermont,VT,02/01/2021,49,4875,4875,5500.0,5500.0,0.0
751,Virginia,VA,02/01/2021,49,52650,52650,70100.0,70100.0,0.0
752,Washington,WA,02/01/2021,49,45825,45825,61300.0,61300.0,0.0
753,West Virginia,WV,02/01/2021,49,11700,11700,15600.0,15600.0,0.0
754,Wisconsin,WI,02/01/2021,49,36075,36075,48300.0,48300.0,0.0
755,Wyoming,WY,02/01/2021,49,3900,3900,4800.0,4800.0,0.0
756,Alabama,AL,01/25/2021,42,30225,30225,30600.0,30600.0,0.0
757,Alaska,AK,01/25/2021,42,0,0,0.0,0.0,0.0
758,American Samoa,AS,01/25/2021,42,0,0,0.0,0.0,0.0
759,Arizona,AZ,01/25/2021,42,42900,42900,43400.0,43400.0,0.0
760,Arkansas,AR,01/25/2021,42,18525,18525,18600.0,18600.0,0.0
761,California,CA,01/25/2021,42,241800,241800,244000.0,244000.0,0.0
762,Chicago,,01/25/2021,42,17550,17550,17000.0,17000.0,0.0
763,Colorado,CO,01/25/2021,42,35100,35100,34700.0,34700.0,0.0
764,Connecticut,CT,01/25/2021,42,23400,23400,23000.0,23000.0,0.0
765,Delaware,DE,01/25/2021,42,6825,6825,6100.0,6100.0,0.0
766,District of Columbia,DC,01/25/2021,42,4875,4875,4600.0,4600.0,0.0
767,Federal Entities,,01/25/2021,42,105300,105300,105300.0,105300.0,0.0
768,Florida,FL,01/25/2021,42,132600,132600,133500.0,133500.0,0.0
769,Georgia,GA,01/25/2021,42,63375,63375,63300.0,63300.0,0.0
770,Guam,GU,01/25/2021,42,0,0,0.0,0.0,0.0
771,Hawaii,HI,01/25/2021,42,9750,9750,9100.0,9100.0,0.0
772,Idaho,ID,01/25/2021,42,10725,10725,10200.0,10200.0,0.0
773,Illinois,IL,01/25/2021,42,63375,63375,63300.0,63300.0,0.0
774,Indiana,IN,01/25/2021,42,40950,40950,41100.0,41100.0,0.0
775,Iowa,IA,01/25/2021,42,19500,19500,19500.0,19500.0,0.0
776,Kansas,KS,01/25/2021,42,18525,18525,17800.0,17800.0,0.0
777,Kentucky,KY,01/25/2021,42,28275,28275,27900.0,27900.0,0.0
778,Louisiana,LA,01/25/2021,42,29250,29250,28900.0,28900.0,0.0
779,Maine,ME,01/25/2021,42,8775,8775,8800.0,8800.0,0.0
780,Mariana Islands,,01/25/2021,42,0,0,0.0,0.0,0.0
781,Marshall Islands,MH,01/25/2021,42,0,0,0.0,0.0,0.0
782,Maryland,MD,01/25/2021,42,38025,38025,37800.0,37800.0,0.0
783,Massachusetts,MA,01/25/2021,42,43875,43875,44300.0,44300.0,0.0
784,Michigan,MI,01/25/2021,42,62400,62400,63000.0,63000.0,0.0
785,Micronesia,FM,01/25/2021,42,0,0,0.0,0.0,0.0
786,Minnesota,MN,01/25/2021,42,34125,34125,34500.0,34500.0,0.0
787,Mississippi,MS,01/25/2021,42,18525,18525,18500.0,18500.0,0.0
788,Missouri,MO,01/25/2021,42,38025,38025,38200.0,38200.0,0.0
789,Montana,MT,01/25/2021,42,6825,6825,6700.0,6700.0,0.0
790,Nebraska,NE,01/25/2021,42,11700,11700,11800.0,11800.0,0.0
791,Nevada,NV,01/25/2021,42,18525,18525,18300.0,18300.0,0.0
792,New Hampshire,NH,01/25/2021,42,8775,8775,8800.0,8800.0,0.0
793,New Jersey,NJ,01/25/2021,42,55575,55575,56100.0,56100.0,0.0
794,New Mexico,NM,01/25/2021,42,13650,13650,13200.0,13200.0,0.0
795,New York,NY,01/25/2021,42,71175,71175,71400.0,71400.0,0.0
796,New York City,,01/25/2021,42,53625,53625,54200.0,54200.0,0.0
797,North Carolina,NC,01/25/2021,42,63375,63375,63800.0,63800.0,0.0
798,North Dakota,ND,01/25/2021,42,4875,4875,4800.0,4800.0,0.0
799,Ohio,OH,01/25/2021,42,73125,73125,73200.0,73200.0,0.0
800,Oklahoma,OK,01/25/2021,42,24375,24375,24100.0,24100.0,0.0
801,Oregon,OR,01/25/2021,42,26325,26325,26200.0,26200.0,0.0
802,Palau,PW,01/25/2021,42,0,0,0.0,0.0,0.0
803,Pennsylvania,PA,01/25/2021,42,71175,71175,72100.0,72100.0,0.0
804,Philadelphia,,01/25/2021,42,10725,10725,10000.0,10000.0,0.0
805,Puerto Rico,PR,01/25/2021,42,22425,22425,21900.0,21900.0,0.0
806,Rhode Island,RI,01/25/2021,42,6825,6825,6900.0,6900.0,0.0
807,South Carolina,SC,01/25/2021,42,31200,31200,31400.0,31400.0,0.0
808,South Dakota,SD,01/25/2021,42,5850,5850,5300.0,5300.0,0.0
809,Tennessee,TN,01/25/2021,42,41925,41925,41800.0,41800.0,0.0
810,Texas,TX,01/25/2021,42,165750,165750,167100.0,167100.0,0.0
811,U.S. Virgin Islands,,01/25/2021,42,975,975,700.0,700.0,0.0
812,Utah,UT,01/25/2021,42,17550,17550,17400.0,17400.0,0.0
813,Vermont,VT,01/25/2021,42,4875,4875,4200.0,4200.0,0.0
814,Virginia,VA,01/25/2021,42,52650,52650,53100.0,53100.0,0.0
815,Washington,WA,01/25/2021,42,46800,46800,46500.0,46500.0,0.0
816,West Virginia,WV,01/25/2021,42,11700,11700,11900.0,11900.0,0.0
817,Wisconsin,WI,01/25/2021,42,37050,37050,36700.0,36700.0,0.0
818,Wyoming,WY,01/25/2021,42,3900,3900,3700.0,3700.0,0.0
819,Alabama,AL,01/18/2021,35,30225,30225,30600.0,30600.0,0.0
820,Alaska,AK,01/18/2021,35,0,0,0.0,0.0,0.0
821,American Samoa,AS,01/18/2021,35,0,0,0.0,0.0,0.0
822,Arizona,AZ,01/18/2021,35,42900,42900,43400.0,43400.0,0.0
823,Arkansas,AR,01/18/2021,35,18525,18525,18600.0,18600.0,0.0
824,California,CA,01/18/2021,35,241800,241800,244000.0,244000.0,0.0
825,Chicago,,01/18/2021,35,17550,17550,17000.0,17000.0,0.0
826,Colorado,CO,01/18/2021,35,35100,35100,34700.0,34700.0,0.0
827,Connecticut,CT,01/18/2021,35,23400,23400,23000.0,23000.0,0.0
828,Delaware,DE,01/18/2021,35,6825,6825,6100.0,6100.0,0.0
829,District of Columbia,DC,01/18/2021,35,4875,4875,4600.0,4600.0,0.0
830,Federal Entities,,01/18/2021,35,105300,105300,105000.0,105000.0,0.0
831,Florida,FL,01/18/2021,35,132600,132600,133500.0,133500.0,0.0
832,Georgia,GA,01/18/2021,35,63375,63375,63300.0,63300.0,0.0
833,Guam,GU,01/18/2021,35,0,0,0.0,0.0,0.0
834,Hawaii,HI,01/18/2021,35,9750,9750,9100.0,9100.0,0.0
835,Idaho,ID,01/18/2021,35,10725,10725,10200.0,10200.0,0.0
836,Illinois,IL,01/18/2021,35,63375,63375,63300.0,63300.0,0.0
837,Indiana,IN,01/18/2021,35,40950,40950,41100.0,41100.0,0.0
838,Iowa,IA,01/18/2021,35,19500,19500,19500.0,19500.0,0.0
839,Kansas,KS,01/18/2021,35,18525,18525,17800.0,17800.0,0.0
840,Kentucky,KY,01/18/2021,35,28275,28275,27900.0,27900.0,0.0
841,Louisiana,LA,01/18/2021,35,29250,29250,28900.0,28900.0,0.0
842,Maine,ME,01/18/2021,35,8775,8775,8800.0,8800.0,0.0
843,Mariana Islands,,01/18/2021,35,0,0,0.0,0.0,0.0
844,Marshall Islands,MH,01/18/2021,35,0,0,0.0,0.0,0.0
845,Maryland,MD,01/18/2021,35,38025,38025,37800.0,37800.0,0.0
846,Massachusetts,MA,01/18/2021,35,43875,43875,44300.0,44300.0,0.0
847,Michigan,MI,01/18/2021,35,62400,62400,63000.0,63000.0,0.0
848,Micronesia,FM,01/18/2021,35,0,0,0.0,0.0,0.0
849,Minnesota,MN,01/18/2021,35,34125,34125,34500.0,34500.0,0.0
850,Mississippi,MS,01/18/2021,35,18525,18525,18500.0,18500.0,0.0
851,Missouri,MO,01/18/2021,35,38025,38025,38200.0,38200.0,0.0
852,Montana,MT,01/18/2021,35,6825,6825,6700.0,6700.0,0.0
853,Nebraska,NE,01/18/2021,35,11700,11700,11800.0,11800.0,0.0
854,Nevada,NV,01/18/2021,35,18525,18525,18300.0,18300.0,0.0
855,New Hampshire,NH,01/18/2021,35,8775,8775,8800.0,8800.0,0.0
856,New Jersey,NJ,01/18/2021,35,55575,55575,56100.0,56100.0,0.0
857,New Mexico,NM,01/18/2021,35,13650,13650,13200.0,13200.0,0.0
858,New York,NY,01/18/2021,35,71175,71175,71400.0,71400.0,0.0
859,New York City,,01/18/2021,35,53625,53625,54200.0,54200.0,0.0
860,North Carolina,NC,01/18/2021,35,63375,63375,63800.0,63800.0,0.0
861,North Dakota,ND,01/18/2021,35,4875,4875,4800.0,4800.0,0.0
862,Ohio,OH,01/18/2021,35,73125,73125,73200.0,73200.0,0.0
863,Oklahoma,OK,01/18/2021,35,24375,24375,24100.0,24100.0,0.0
864,Oregon,OR,01/18/2021,35,26325,26325,26200.0,26200.0,0.0
865,Palau,PW,01/18/2021,35,0,0,0.0,0.0,0.0
866,Pennsylvania,PA,01/18/2021,35,71175,71175,72100.0,72100.0,0.0
867,Philadelphia,,01/18/2021,35,10725,10725,10000.0,10000.0,0.0
868,Puerto Rico,PR,01/18/2021,35,22425,22425,21900.0,21900.0,0.0
869,Rhode Island,RI,01/18/2021,35,6825,6825,6900.0,6900.0,0.0
870,South Carolina,SC,01/18/2021,35,31200,31200,31400.0,31400.0,0.0
871,South Dakota,SD,01/18/2021,35,5850,5850,5300.0,5300.0,0.0
872,Tennessee,TN,01/18/2021,35,41925,41925,41800.0,41800.0,0.0
873,Texas,TX,01/18/2021,35,165750,165750,167100.0,167100.0,0.0
874,U.S. Virgin Islands,,01/18/2021,35,975,975,700.0,700.0,0.0
875,Utah,UT,01/18/2021,35,17550,17550,17400.0,17400.0,0.0
876,Vermont,VT,01/18/2021,35,4875,4875,4200.0,4200.0,0.0
877,Virginia,VA,01/18/2021,35,52650,52650,53100.0,53100.0,0.0
878,Washington,WA,01/18/2021,35,46800,46800,46500.0,46500.0,0.0
879,West Virginia,WV,01/18/2021,35,11700,11700,11900.0,11900.0,0.0
880,Wisconsin,WI,01/18/2021,35,37050,37050,36700.0,36700.0,0.0
881,Wyoming,WY,01/18/2021,35,3900,3900,3700.0,3700.0,0.0
882,Alabama,AL,01/11/2021,28,29250,29250,29100.0,29100.0,0.0
883,Alaska,AK,01/11/2021,28,0,0,0.0,0.0,0.0
884,American Samoa,AS,01/11/2021,28,0,0,0.0,0.0,0.0
885,Arizona,AZ,01/11/2021,28,41925,41925,41300.0,41300.0,0.0
886,Arkansas,AR,01/11/2021,28,18525,18525,17700.0,17700.0,0.0
887,California,CA,01/11/2021,28,233025,233025,232300.0,232300.0,0.0
888,Chicago,,01/11/2021,28,16575,16575,16200.0,16200.0,0.0
889,Colorado,CO,01/11/2021,28,33150,33150,33000.0,33000.0,0.0
890,Connecticut,CT,01/11/2021,28,22425,22425,21900.0,21900.0,0.0
891,Delaware,DE,01/11/2021,28,5850,5850,5800.0,5800.0,0.0
892,District of Columbia,DC,01/11/2021,28,4875,4875,4400.0,4400.0,0.0
893,Federal Entities,,01/11/2021,28,102375,102375,99900.0,99900.0,0.0
894,Florida,FL,01/11/2021,28,127725,127725,127100.0,127100.0,0.0
895,Georgia,GA,01/11/2021,28,60450,60450,60200.0,60200.0,0.0
896,Guam,GU,01/11/2021,28,0,0,0.0,0.0,0.0
897,Hawaii,HI,01/11/2021,28,8775,8775,8700.0,8700.0,0.0
898,Idaho,ID,01/11/2021,28,9750,9750,9700.0,9700.0,0.0
899,Illinois,IL,01/11/2021,28,60450,60450,60300.0,60300.0,0.0
900,Indiana,IN,01/11/2021,28,39975,39975,39200.0,39200.0,0.0
901,Iowa,IA,01/11/2021,28,19500,19500,18600.0,18600.0,0.0
902,Kansas,KS,01/11/2021,28,17550,17550,17000.0,17000.0,0.0
903,Kentucky,KY,01/11/2021,28,27300,27300,26500.0,26500.0,0.0
904,Louisiana,LA,01/11/2021,28,28275,28275,27500.0,27500.0,0.0
905,Maine,ME,01/11/2021,28,8775,8775,8400.0,8400.0,0.0
906,Mariana Islands,,01/11/2021,28,0,0,0.0,0.0,0.0
907,Marshall Islands,MH,01/11/2021,28,0,0,0.0,0.0,0.0
908,Maryland,MD,01/11/2021,28,36075,36075,36000.0,36000.0,0.0
909,Massachusetts,MA,01/11/2021,28,42900,42900,42100.0,42100.0,0.0
910,Michigan,MI,01/11/2021,28,60450,60450,60000.0,60000.0,0.0
911,Micronesia,FM,01/11/2021,28,0,0,0.0,0.0,0.0
912,Minnesota,MN,01/11/2021,28,33150,33150,32900.0,32900.0,0.0
913,Mississippi,MS,01/11/2021,28,17550,17550,17600.0,17600.0,0.0
914,Missouri,MO,01/11/2021,28,37050,37050,36400.0,36400.0,0.0
915,Montana,MT,01/11/2021,28,6825,6825,6400.0,6400.0,0.0
916,Nebraska,NE,01/11/2021,28,11700,11700,11200.0,11200.0,0.0
917,Nevada,NV,01/11/2021,28,17550,17550,17400.0,17400.0,0.0
918,New Hampshire,NH,01/11/2021,28,8775,8775,8400.0,8400.0,0.0
919,New Jersey,NJ,01/11/2021,28,53625,53625,53400.0,53400.0,0.0
920,New Mexico,NM,01/11/2021,28,12675,12675,12500.0,12500.0,0.0
921,New York,NY,01/11/2021,28,68250,68250,68000.0,68000.0,0.0
922,New York City,,01/11/2021,28,51675,51675,51600.0,51600.0,0.0
923,North Carolina,NC,01/11/2021,28,61425,61425,60800.0,60800.0,0.0
924,North Dakota,ND,01/11/2021,28,4875,4875,4600.0,4600.0,0.0
925,Ohio,OH,01/11/2021,28,70200,70200,69700.0,69700.0,0.0
926,Oklahoma,OK,01/11/2021,28,23400,23400,22900.0,22900.0,0.0
927,Oregon,OR,01/11/2021,28,25350,25350,25000.0,25000.0,0.0
928,Palau,PW,01/11/2021,28,0,0,0.0,0.0,0.0
929,Pennsylvania,PA,01/11/2021,28,69225,69225,68700.0,68700.0,0.0
930,Philadelphia,,01/11/2021,28,9750,9750,9500.0,9500.0,0.0
931,Puerto Rico,PR,01/11/2021,28,21450,21450,20900.0,20900.0,0.0
932,Rhode Island,RI,01/11/2021,28,6825,6825,6600.0,6600.0,0.0
933,South Carolina,SC,01/11/2021,28,30225,30225,29900.0,29900.0,0.0
934,South Dakota,SD,01/11/2021,28,5850,5850,5100.0,5100.0,0.0
935,Tennessee,TN,01/11/2021,28,39975,39975,39800.0,39800.0,0.0
936,Texas,TX,01/11/2021,28,159900,159900,159100.0,159100.0,0.0
937,U.S. Virgin Islands,,01/11/2021,28,975,975,700.0,700.0,0.0
938,Utah,UT,01/11/2021,28,16575,16575,16600.0,16600.0,0.0
939,Vermont,VT,01/11/2021,28,4875,4875,4000.0,4000.0,0.0
940,Virginia,VA,01/11/2021,28,50700,50700,50600.0,50600.0,0.0
941,Washington,WA,01/11/2021,28,57525,57525,44300.0,44300.0,0.0
942,West Virginia,WV,01/11/2021,28,11700,11700,11300.0,11300.0,0.0
943,Wisconsin,WI,01/11/2021,28,35100,35100,34900.0,34900.0,0.0
944,Wyoming,WY,01/11/2021,28,3900,3900,3500.0,3500.0,0.0
945,Alabama,AL,01/04/2021,21,29250,29250,29000.0,29000.0,0.0
946,Alaska,AK,01/04/2021,21,27300,27300,25600.0,25600.0,0.0
947,American Samoa,AS,01/04/2021,21,7800,0,2400.0,0.0,0.0
948,Arizona,AZ,01/04/2021,21,41925,41925,41100.0,41100.0,0.0
949,Arkansas,AR,01/04/2021,21,18525,18525,17600.0,17600.0,0.0
950,California,CA,01/04/2021,21,232050,232050,231400.0,231400.0,0.0
951,Chicago,,01/04/2021,21,16575,16575,16100.0,16100.0,0.0
952,Colorado,CO,01/04/2021,21,33150,33150,32900.0,32900.0,0.0
953,Connecticut,CT,01/04/2021,21,22425,22425,21800.0,21800.0,0.0
954,Delaware,DE,01/04/2021,21,5850,5850,5800.0,5800.0,0.0
955,District of Columbia,DC,01/04/2021,21,4875,4875,4400.0,4400.0,0.0
956,Federal Entities,,01/04/2021,21,117000,101400,108400.0,99600.0,0.0
957,Florida,FL,01/04/2021,21,126750,126750,126600.0,126600.0,0.0
958,Georgia,GA,01/04/2021,21,60450,60450,60000.0,60000.0,0.0
959,Guam,GU,01/04/2021,21,7800,0,7200.0,0.0,0.0
960,Hawaii,HI,01/04/2021,21,8775,8775,8600.0,8600.0,0.0
961,Idaho,ID,01/04/2021,21,9750,9750,9700.0,9700.0,0.0
962,Illinois,IL,01/04/2021,21,60450,60450,60100.0,60100.0,0.0
963,Indiana,IN,01/04/2021,21,39000,39000,39000.0,39000.0,0.0
964,Iowa,IA,01/04/2021,21,18525,18525,18500.0,18500.0,0.0
965,Kansas,KS,01/04/2021,21,17550,17550,16900.0,16900.0,0.0
966,Kentucky,KY,01/04/2021,21,27300,27300,26400.0,26400.0,0.0
967,Louisiana,LA,01/04/2021,21,28275,28275,27400.0,27400.0,0.0
968,Maine,ME,01/04/2021,21,8775,8775,8300.0,8300.0,0.0
969,Mariana Islands,,01/04/2021,21,7800,0,2400.0,0.0,0.0
970,Marshall Islands,MH,01/04/2021,21,0,0,6400.0,0.0,0.0
971,Maryland,MD,01/04/2021,21,36075,36075,35900.0,35900.0,0.0
972,Massachusetts,MA,01/04/2021,21,42900,42900,42000.0,42000.0,0.0
973,Michigan,MI,01/04/2021,21,60450,60450,59800.0,59800.0,0.0
974,Micronesia,FM,01/04/2021,21,0,0,9600.0,0.0,0.0
975,Minnesota,MN,01/04/2021,21,33150,33150,32700.0,32700.0,0.0
976,Mississippi,MS,01/04/2021,21,17550,17550,17500.0,17500.0,0.0
977,Missouri,MO,01/04/2021,21,37050,37050,36200.0,36200.0,0.0
978,Montana,MT,01/04/2021,21,6825,6825,6300.0,6300.0,0.0
979,Nebraska,NE,01/04/2021,21,11700,11700,11200.0,11200.0,0.0
980,Nevada,NV,01/04/2021,21,17550,17550,17300.0,17300.0,0.0
981,New Hampshire,NH,01/04/2021,21,8775,8775,8400.0,8400.0,0.0
982,New Jersey,NJ,01/04/2021,21,53625,53625,53200.0,53200.0,0.0
983,New Mexico,NM,01/04/2021,21,12675,12675,12500.0,12500.0,0.0
984,New York,NY,01/04/2021,21,68250,68250,67700.0,67700.0,0.0
985,New York City,,01/04/2021,21,51675,51675,51400.0,51400.0,0.0
986,North Carolina,NC,01/04/2021,21,61425,61425,60500.0,60500.0,0.0
987,North Dakota,ND,01/04/2021,21,4875,4875,4600.0,4600.0,0.0
988,Ohio,OH,01/04/2021,21,70200,70200,69500.0,69500.0,0.0
989,Oklahoma,OK,01/04/2021,21,23400,23400,22800.0,22800.0,0.0
990,Oregon,OR,01/04/2021,21,25350,25350,24800.0,24800.0,0.0
991,Palau,PW,01/04/2021,21,0,0,3200.0,0.0,0.0
992,Pennsylvania,PA,01/04/2021,21,69225,69225,68400.0,68400.0,0.0
993,Philadelphia,,01/04/2021,21,9750,9750,9500.0,9500.0,0.0
994,Puerto Rico,PR,01/04/2021,21,21450,21450,20800.0,20800.0,0.0
995,Rhode Island,RI,01/04/2021,21,6825,6825,6600.0,6600.0,0.0
996,South Carolina,SC,01/04/2021,21,30225,30225,29700.0,29700.0,0.0
997,South Dakota,SD,01/04/2021,21,5850,5850,5100.0,5100.0,0.0
998,Tennessee,TN,01/04/2021,21,39975,39975,39700.0,39700.0,0.0
999,Texas,TX,01/04/2021,21,158925,158925,158500.0,158500.0,0.0
1000,U.S. Virgin Islands,,01/04/2021,21,975,975,700.0,700.0,0.0
1001,Utah,UT,01/04/2021,21,16575,16575,16500.0,16500.0,0.0
1002,Vermont,VT,01/04/2021,21,3900,3900,3900.0,3900.0,0.0
1003,Virginia,VA,01/04/2021,21,50700,50700,50400.0,50400.0,0.0
1004,Washington,WA,01/04/2021,21,44850,44850,44100.0,44100.0,0.0
1005,West Virginia,WV,01/04/2021,21,11700,11700,11200.0,11200.0,0.0
1006,Wisconsin,WI,01/04/2021,21,35100,35100,34700.0,34700.0,0.0
1007,Wyoming,WY,01/04/2021,21,3900,3900,3500.0,3500.0,0.0
1008,Alabama,AL,12/28/2020,14,38025,38025,29100.0,29100.0,0.0
1009,Alaska,AK,12/28/2020,14,0,0,0.0,0.0,0.0
1010,American Samoa,AS,12/28/2020,14,0,0,0.0,0.0,0.0
1011,Arizona,AZ,12/28/2020,14,53625,53625,41300.0,41300.0,0.0
1012,Arkansas,AR,12/28/2020,14,23400,23400,17700.0,17700.0,0.0
1013,California,CA,12/28/2020,14,297375,297375,232300.0,232300.0,0.0
1014,Chicago,,12/28/2020,14,21450,21450,16200.0,16200.0,0.0
1015,Colorado,CO,12/28/2020,14,42900,42900,33000.0,33000.0,0.0
1016,Connecticut,CT,12/28/2020,14,28275,28275,21900.0,21900.0,0.0
1017,Delaware,DE,12/28/2020,14,7800,7800,5800.0,5800.0,0.0
1018,District of Columbia,DC,12/28/2020,14,5850,5850,4400.0,4400.0,0.0
1019,Federal Entities,,12/28/2020,14,128700,128700,100000.0,100000.0,0.0
1020,Florida,FL,12/28/2020,14,162825,162825,127100.0,127100.0,0.0
1021,Georgia,GA,12/28/2020,14,77025,77025,60200.0,60200.0,0.0
1022,Guam,GU,12/28/2020,14,0,0,0.0,0.0,0.0
1023,Hawaii,HI,12/28/2020,14,11700,11700,8700.0,8700.0,0.0
1024,Idaho,ID,12/28/2020,14,12675,12675,9700.0,9700.0,0.0
1025,Illinois,IL,12/28/2020,14,78000,78000,60300.0,60300.0,0.0
1026,Indiana,IN,12/28/2020,14,50700,50700,39200.0,39200.0,0.0
1027,Iowa,IA,12/28/2020,14,24375,24375,18600.0,18600.0,0.0
1028,Kansas,KS,12/28/2020,14,22425,22425,17000.0,17000.0,0.0
1029,Kentucky,KY,12/28/2020,14,34125,34125,26500.0,26500.0,0.0
1030,Louisiana,LA,12/28/2020,14,36075,36075,27500.0,27500.0,0.0
1031,Maine,ME,12/28/2020,14,10725,10725,8400.0,8400.0,0.0
1032,Mariana Islands,,12/28/2020,14,0,0,0.0,0.0,0.0
1033,Marshall Islands,MH,12/28/2020,14,0,0,0.0,0.0,0.0
1034,Maryland,MD,12/28/2020,14,46800,46800,36000.0,36000.0,0.0
1035,Massachusetts,MA,12/28/2020,14,54600,54600,42100.0,42100.0,0.0
1036,Michigan,MI,12/28/2020,14,77025,77025,60000.0,60000.0,0.0
1037,Micronesia,FM,12/28/2020,14,0,0,0.0,0.0,0.0
1038,Minnesota,MN,12/28/2020,14,42900,42900,32900.0,32900.0,0.0
1039,Mississippi,MS,12/28/2020,14,22425,22425,17600.0,17600.0,0.0
1040,Missouri,MO,12/28/2020,14,46800,46800,36400.0,36400.0,0.0
1041,Montana,MT,12/28/2020,14,8775,8775,6400.0,6400.0,0.0
1042,Nebraska,NE,12/28/2020,14,14625,14625,11200.0,11200.0,0.0
1043,Nevada,NV,12/28/2020,14,22425,22425,17400.0,17400.0,0.0
1044,New Hampshire,NH,12/28/2020,14,10725,10725,8400.0,8400.0,0.0
1045,New Jersey,NJ,12/28/2020,14,68250,68250,53400.0,53400.0,0.0
1046,New Mexico,NM,12/28/2020,14,16575,16575,12500.0,12500.0,0.0
1047,New York,NY,12/28/2020,14,87750,87750,68000.0,68000.0,0.0
1048,New York City,,12/28/2020,14,66300,66300,51600.0,51600.0,0.0
1049,North Carolina,NC,12/28/2020,14,78000,78000,60800.0,60800.0,0.0
1050,North Dakota,ND,12/28/2020,14,5850,5850,4600.0,4600.0,0.0
1051,Ohio,OH,12/28/2020,14,89700,89700,69700.0,69700.0,0.0
1052,Oklahoma,OK,12/28/2020,14,29250,29250,22900.0,22900.0,0.0
1053,Oregon,OR,12/28/2020,14,32175,32175,25000.0,25000.0,0.0
1054,Palau,PW,12/28/2020,14,0,0,0.0,0.0,0.0
1055,Pennsylvania,PA,12/28/2020,14,88725,88725,68700.0,68700.0,0.0
1056,Philadelphia,,12/28/2020,14,12675,12675,9500.0,9500.0,0.0
1057,Puerto Rico,PR,12/28/2020,14,27300,27300,20900.0,20900.0,0.0
