,state_name,state_code,date,day_num,total_cases,confirmed_cases,probable_cases,new_cases,pnew_cases,total_deaths,confirmed_deaths,probable_deaths,new_deaths,pnew_deaths,consent_cases,consent_deaths,created_at
23017,Nevada,NV,2/8/2021,56,284590,0.0,0.0,548,0.0,4522,0.0,0.0,2,0.0,0,0,2/9/2021 15:24
23018,New York,NY,2/8/2021,56,846873,0.0,0.0,3901,0.0,16925,0.0,0.0,62,0.0,Not agree,Not agree,2/9/2021 15:24
23019,,NYC,2/8/2021,56,648305,552808.0,95497.0,4415,827.0,27857,22820.0,5037.0,88,23.0,Agree,Agree,2/9/2021 15:24
23020,Ohio,OH,2/8/2021,56,922143,799445.0,122698.0,1926,550.0,11695,10384.0,1311.0,36,3.0,Agree,Agree,2/9/2021 15:24
23021,Oklahoma,OK,2/8/2021,56,420114,333174.0,86940.0,893,306.0,6212,5277.0,935.0,28,6.0,Agree,Agree,2/9/2021 0:00
23022,Oregon,OR,2/8/2021,56,147419,145699.0,1720.0,297,0.0,2024,2009.0,15.0,1,0.0,Agree,Agree,2/9/2021 15:24
23023,Pennsylvania,PA,2/8/2021,56,872825,756525.0,116300.0,2504,219.0,22471,0.0,0.0,4,-9.0,Agree,Not agree,2/9/2021 15:24
23024,Puerto Rico,PR,2/8/2021,56,96402,89242.0,7160.0,241,52.0,1893,1599.0,294.0,5,1.0,Agree,Agree,2/9/2021 15:24
23025,Palau,PW,2/8/2021,56,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,2/9/2021 15:24
23026,Rhode Island,RI,2/8/2021,56,119502,0.0,0.0,360,0.0,2439,0.0,0.0,8,0.0,Not agree,0,2/9/2021 15:24
23027,,RMI,2/8/2021,56,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,2/9/2021 15:24
23028,South Carolina,SC,2/8/2021,56,486434,419782.0,66652.0,1773,339.0,8160,0.0,0.0,47,7.0,Agree,Not agree,4/14/2021 13:28
23029,South Dakota,SD,2/8/2021,56,109283,0.0,0.0,54,11.0,1809,1463.0,346.0,0,0.0,0,Agree,2/9/2021 15:24
23030,Tennessee,TN,2/8/2021,56,745826,629838.0,115988.0,1226,356.0,10566,8536.0,2030.0,97,26.0,Agree,Agree,2/9/2021 15:24
23031,Texas,TX,2/8/2021,56,2491227,0.0,0.0,8040,1219.0,42823,0.0,0.0,207,0.0,Not agree,Not agree,2/9/2021 0:00
23032,Utah,UT,2/8/2021,56,355122,355122.0,0.0,514,0.0,1738,1685.0,53.0,2,0.0,Agree,Agree,2/9/2021 15:24
23033,Virginia,VA,2/8/2021,56,534116,425066.0,109050.0,3291,948.0,6898,5932.0,966.0,78,20.0,Agree,Agree,2/9/2021 15:24
23034,Virgin Islands,VI,2/8/2021,56,2473,0.0,0.0,7,0.0,24,0.0,0.0,0,0.0,0,0,2/9/2021 15:24
23035,Vermont,VT,2/8/2021,56,13046,0.0,0.0,146,0.0,183,0.0,0.0,0,0.0,Not agree,Not agree,2/9/2021 15:24
23036,Washington,WA,2/8/2021,56,323214,0.0,0.0,558,42.0,4451,0.0,0.0,2,0.0,0,0,2/9/2021 15:24
23037,Wisconsin,WI,2/8/2021,56,601391,550369.0,51022.0,609,66.0,6614,6055.0,559.0,1,0.0,Agree,Agree,2/9/2021 15:24
23038,West Virginia,WV,2/8/2021,56,125106,100235.0,24871.0,398,96.0,2131,0.0,0.0,2,0.0,Agree,Not agree,2/9/2021 15:24
23039,Wyoming,WY,2/8/2021,56,52784,45047.0,7737.0,157,7.0,624,624.0,0.0,0,0.0,Agree,Agree,2/9/2021 15:24
23040,Alaska,AK,2/9/2021,57,53809,0.0,0.0,115,0.0,278,0.0,0.0,1,0.0,0,0,2/10/2021 14:52
23041,Alabama,AL,2/9/2021,57,474666,372626.0,102040.0,1318,463.0,8579,6783.0,1796.0,56,26.0,Agree,Agree,2/10/2021 14:52
23042,Arkansas,AR,2/9/2021,57,308848,0.0,0.0,1475,655.0,5148,0.0,0.0,42,4.0,Not agree,Not agree,2/10/2021 14:52
23043,American Samoa,AS,2/9/2021,57,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,2/10/2021 14:52
23044,Arizona,AZ,2/9/2021,57,787268,735236.0,52032.0,4381,932.0,14286,12702.0,1584.0,231,16.0,Agree,Agree,2/10/2021 14:52
23045,California,CA,2/9/2021,57,3354591,0.0,0.0,8251,0.0,44477,0.0,0.0,327,0.0,Not agree,Not agree,2/10/2021 14:52
23046,Colorado,CO,2/9/2021,57,407210,386113.0,21097.0,934,205.0,5746,5031.0,715.0,13,2.0,Agree,Agree,2/10/2021 14:52
23047,Connecticut,CT,2/9/2021,57,264608,248486.0,16122.0,869,64.0,7298,5979.0,1319.0,16,3.0,Agree,Agree,2/10/2021 14:52
23048,District of Columbia,DC,2/9/2021,57,38281,0.0,0.0,145,0.0,961,0.0,0.0,5,0.0,0,0,2/10/2021 14:52
23049,Delaware,DE,2/9/2021,57,81210,77141.0,4069.0,279,38.0,1221,1104.0,117.0,13,0.0,Agree,Agree,2/10/2021 14:52
23050,Florida,FL,2/9/2021,57,1758254,0.0,0.0,6911,2589.0,28048,0.0,0.0,232,18.0,Not agree,Not agree,2/10/2021 14:52
23051,,FSM,2/9/2021,57,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,2/10/2021 14:52
23052,Georgia,GA,2/9/2021,57,947416,778049.0,169367.0,3721,1138.0,15301,13481.0,1820.0,171,51.0,Agree,Agree,2/10/2021 14:52
23053,Guam,GU,2/9/2021,57,7673,0.0,0.0,0,0.0,130,0.0,0.0,0,0.0,Not agree,Not agree,2/10/2021 14:52
23054,Hawaii,HI,2/9/2021,57,25770,0.0,0.0,28,0.0,415,0.0,0.0,0,0.0,Not agree,Not agree,2/10/2021 14:52
23055,Iowa,IA,2/9/2021,57,325583,0.0,0.0,675,270.0,5145,0.0,0.0,35,35.0,Not agree,Not agree,2/10/2021 14:52
23056,Idaho,ID,2/9/2021,57,166095,135118.0,30977.0,437,137.0,1780,1567.0,213.0,4,-1.0,Agree,Agree,2/10/2021 14:52
23057,Illinois,IL,2/9/2021,57,1150170,1150170.0,0.0,2082,0.0,21802,19686.0,2116.0,23,5.0,Agree,Agree,2/10/2021 14:52
23058,Indiana,IN,2/9/2021,57,641874,0.0,0.0,1130,0.0,11942,11526.0,416.0,67,0.0,Not agree,Agree,2/10/2021 14:52
23059,Kansas,KS,2/9/2021,57,282960,231651.0,51309.0,0,0.0,4197,0.0,0.0,0,0.0,Agree,0,2/10/2021 14:52
23060,Kentucky,KY,2/9/2021,57,381121,295779.0,85342.0,2328,1006.0,4126,3753.0,373.0,35,2.0,Agree,Agree,2/10/2021 14:52
23061,Louisiana,LA,2/9/2021,57,414354,0.0,0.0,1365,498.0,9162,8559.0,603.0,20,2.0,Not agree,Agree,2/10/2021 14:52
23062,Massachusetts,MA,2/9/2021,57,529021,519125.0,9896.0,1319,0.0,15029,14821.0,208.0,68,0.0,Agree,Agree,2/10/2021 14:52
23063,Maryland,MD,2/9/2021,57,366666,0.0,0.0,1137,0.0,7446,7267.0,179.0,33,0.0,0,Agree,2/10/2021 14:52
23064,Maine,ME,2/9/2021,57,41883,33467.0,8416.0,254,88.0,641,628.0,13.0,2,0.0,Agree,Agree,2/10/2021 14:52
23065,Michigan,MI,2/9/2021,57,623731,569980.0,53751.0,918,355.0,15925,14965.0,960.0,62,2.0,Agree,Agree,2/10/2021 14:52
23066,Minnesota,MN,2/9/2021,57,469254,0.0,0.0,572,75.0,6376,6046.0,330.0,6,1.0,0,Agree,2/10/2021 14:52
23067,Missouri,MO,2/9/2021,57,541971,0.0,0.0,1341,487.0,7161,0.0,0.0,12,0.0,Not agree,Not agree,2/10/2021 9:52
23068,Northern Mariana Islands,MP,2/9/2021,57,133,133.0,0.0,0,0.0,2,2.0,0.0,0,0.0,Agree,Agree,2/10/2021 14:52
23069,Mississippi,MS,2/9/2021,57,283753,177847.0,105906.0,784,394.0,6367,4527.0,1840.0,25,20.0,Agree,Agree,2/10/2021 14:52
23070,Montana,MT,2/9/2021,57,96288,96288.0,0.0,374,0.0,1315,1315.0,0.0,1,0.0,Agree,Agree,2/10/2021 14:52
23071,North Carolina,NC,2/9/2021,57,802065,708165.0,93900.0,2786,571.0,10046,9002.0,1044.0,55,11.0,Agree,Agree,2/10/2021 14:52
23072,North Dakota,ND,2/9/2021,57,98214,93516.0,4698.0,39,71.0,1429,0.0,0.0,2,0.0,Agree,Not agree,2/10/2021 14:52
23073,Nebraska,NE,2/9/2021,57,194630,0.0,0.0,462,0.0,1986,0.0,0.0,8,0.0,Not agree,Not agree,2/10/2021 14:52
23074,New Hampshire,NH,2/9/2021,57,68918,0.0,0.0,419,185.0,1109,0.0,0.0,3,0.0,Not agree,Not agree,2/10/2021 14:52
23075,New Jersey,NJ,2/9/2021,57,728304,650263.0,78041.0,3576,507.0,22103,19916.0,2187.0,92,0.0,Agree,Agree,2/10/2021 14:52
23076,New Mexico,NM,2/9/2021,57,178280,0.0,0.0,413,0.0,3430,0.0,0.0,18,0.0,0,Not agree,2/10/2021 14:52
23077,Nevada,NV,2/9/2021,57,285136,0.0,0.0,546,0.0,4559,0.0,0.0,37,0.0,0,0,2/10/2021 14:52
23078,New York,NY,2/9/2021,57,850387,0.0,0.0,3514,0.0,17009,0.0,0.0,84,0.0,Not agree,Not agree,2/10/2021 14:52
23079,,NYC,2/9/2021,57,651756,555535.0,96221.0,3451,724.0,27949,22924.0,5025.0,92,-12.0,Agree,Agree,2/10/2021 14:52
23080,Ohio,OH,2/9/2021,57,925350,801505.0,123845.0,3207,1147.0,11793,10468.0,1325.0,98,14.0,Agree,Agree,2/10/2021 14:52
23081,Oklahoma,OK,2/9/2021,57,421519,334127.0,87392.0,1405,452.0,6227,5290.0,937.0,15,2.0,Agree,Agree,2/10/2021 0:00
23082,Oregon,OR,2/9/2021,57,147932,146212.0,1720.0,513,0.0,2031,2016.0,15.0,7,0.0,Agree,Agree,2/10/2021 14:52
23083,Pennsylvania,PA,2/9/2021,57,876913,759466.0,117447.0,4088,1147.0,22620,0.0,0.0,149,118.0,Agree,Not agree,2/10/2021 14:52
23084,Puerto Rico,PR,2/9/2021,57,96494,89312.0,7182.0,92,22.0,1897,1603.0,294.0,4,0.0,Agree,Agree,2/10/2021 14:52
23085,Palau,PW,2/9/2021,57,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,2/10/2021 14:52
23086,Rhode Island,RI,2/9/2021,57,119996,0.0,0.0,494,0.0,2446,0.0,0.0,7,0.0,Not agree,0,2/10/2021 14:52
23087,,RMI,2/9/2021,57,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,2/10/2021 14:52
23088,South Carolina,SC,2/9/2021,57,488719,421381.0,67338.0,2285,686.0,8206,0.0,0.0,46,5.0,Agree,Not agree,4/14/2021 13:28
23089,South Dakota,SD,2/9/2021,57,109405,0.0,0.0,122,15.0,1809,1463.0,346.0,0,0.0,0,Agree,2/10/2021 14:52
23090,Tennessee,TN,2/9/2021,57,747462,630739.0,116723.0,1636,735.0,10631,8586.0,2045.0,65,15.0,Agree,Agree,2/10/2021 14:52
23091,Texas,TX,2/9/2021,57,2504556,0.0,0.0,13329,2676.0,43021,0.0,0.0,198,0.0,Not agree,Not agree,2/10/2021 0:00
23092,Utah,UT,2/9/2021,57,356040,356040.0,0.0,918,0.0,1748,1695.0,53.0,10,0.0,Agree,Agree,2/10/2021 14:52
23093,Virginia,VA,2/9/2021,57,537319,427188.0,110131.0,3203,1081.0,6932,5951.0,981.0,34,15.0,Agree,Agree,2/10/2021 14:52
23094,Virgin Islands,VI,2/9/2021,57,2485,0.0,0.0,12,0.0,24,0.0,0.0,0,0.0,0,0,2/10/2021 14:52
23095,Vermont,VT,2/9/2021,57,13105,0.0,0.0,59,5.0,186,0.0,0.0,3,0.0,Not agree,Not agree,2/10/2021 14:52
23096,Washington,WA,2/9/2021,57,324025,0.0,0.0,811,133.0,4558,0.0,0.0,107,0.0,0,0,2/10/2021 14:52
23097,Wisconsin,WI,2/9/2021,57,602256,551050.0,51206.0,865,184.0,6663,6094.0,569.0,49,10.0,Agree,Agree,2/10/2021 14:52
23098,West Virginia,WV,2/9/2021,57,125522,100557.0,24965.0,416,94.0,2150,0.0,0.0,19,6.0,Agree,Not agree,2/10/2021 14:52
23099,Wyoming,WY,2/9/2021,57,52830,45056.0,7774.0,46,37.0,647,647.0,0.0,23,0.0,Agree,Agree,2/10/2021 14:52
23100,Alaska,AK,2/10/2021,58,53991,0.0,0.0,182,0.0,278,0.0,0.0,0,0.0,0,0,2/11/2021 14:50
23101,Alabama,AL,2/10/2021,58,476067,373601.0,102466.0,1401,426.0,8888,6990.0,1898.0,309,102.0,Agree,Agree,2/11/2021 14:50
23102,Arkansas,AR,2/10/2021,58,309940,0.0,0.0,1092,460.0,5174,0.0,0.0,26,1.0,Not agree,Not agree,2/11/2021 14:50
23103,American Samoa,AS,2/10/2021,58,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,2/11/2021 14:50
23104,Arizona,AZ,2/10/2021,58,789245,736720.0,52525.0,1977,493.0,14462,12837.0,1625.0,176,41.0,Agree,Agree,2/11/2021 14:50
23105,California,CA,2/10/2021,58,3362981,0.0,0.0,8390,0.0,44995,0.0,0.0,518,0.0,Not agree,Not agree,2/11/2021 14:50
23106,Colorado,CO,2/10/2021,58,407961,386723.0,21238.0,751,141.0,5770,5055.0,715.0,24,0.0,Agree,Agree,2/11/2021 14:50
23107,Connecticut,CT,2/10/2021,58,265496,249245.0,16251.0,888,129.0,7326,5999.0,1327.0,28,8.0,Agree,Agree,2/11/2021 14:50
23108,District of Columbia,DC,2/10/2021,58,38348,0.0,0.0,67,0.0,965,0.0,0.0,4,0.0,0,0,2/11/2021 14:50
23109,Delaware,DE,2/10/2021,58,81461,77360.0,4101.0,251,32.0,1245,1127.0,118.0,24,1.0,Agree,Agree,2/11/2021 14:50
23110,Florida,FL,2/10/2021,58,1765659,0.0,0.0,7405,3020.0,28208,0.0,0.0,160,12.0,Not agree,Not agree,2/11/2021 14:50
23111,,FSM,2/10/2021,58,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,2/11/2021 14:50
23112,Georgia,GA,2/10/2021,58,950906,780494.0,170412.0,3490,1045.0,15421,13599.0,1822.0,120,2.0,Agree,Agree,2/11/2021 14:50
23113,Guam,GU,2/10/2021,58,7686,0.0,0.0,13,1.0,130,0.0,0.0,0,0.0,Not agree,Not agree,2/11/2021 14:50
23114,Hawaii,HI,2/10/2021,58,25821,0.0,0.0,51,0.0,420,0.0,0.0,5,0.0,Not agree,Not agree,2/11/2021 14:50
23115,Iowa,IA,2/10/2021,58,326573,0.0,0.0,990,269.0,5174,0.0,0.0,29,29.0,Not agree,Not agree,2/11/2021 14:50
23116,Idaho,ID,2/10/2021,58,166553,135463.0,31090.0,458,113.0,1791,1577.0,214.0,11,1.0,Agree,Agree,2/11/2021 14:50
23117,Illinois,IL,2/10/2021,58,1152995,1152995.0,0.0,2825,0.0,21869,19739.0,2130.0,67,14.0,Agree,Agree,2/11/2021 14:50
23118,Indiana,IN,2/10/2021,58,643305,0.0,0.0,1431,0.0,12001,11578.0,423.0,59,7.0,Not agree,Agree,2/11/2021 14:50
23119,Kansas,KS,2/10/2021,58,284894,233585.0,51309.0,1934,0.0,4303,0.0,0.0,106,0.0,Agree,0,2/11/2021 14:50
23120,Kentucky,KY,2/10/2021,58,383032,296748.0,86284.0,1911,942.0,4175,3799.0,376.0,49,3.0,Agree,Agree,2/11/2021 14:50
23121,Louisiana,LA,2/10/2021,58,414687,0.0,0.0,333,16.0,9212,8594.0,618.0,50,15.0,Not agree,Agree,2/11/2021 14:50
23122,Massachusetts,MA,2/10/2021,58,530941,521045.0,9896.0,1920,0.0,15111,14903.0,208.0,82,0.0,Agree,Agree,2/11/2021 14:50
23123,Maryland,MD,2/10/2021,58,367865,0.0,0.0,1199,0.0,7467,7288.0,179.0,21,0.0,0,Agree,2/11/2021 14:50
23124,Maine,ME,2/10/2021,58,42058,33576.0,8482.0,175,66.0,641,628.0,13.0,0,0.0,Agree,Agree,2/11/2021 14:50
23125,Michigan,MI,2/10/2021,58,624970,570895.0,54075.0,1239,324.0,15939,14977.0,962.0,14,2.0,Agree,Agree,2/11/2021 14:50
23126,Minnesota,MN,2/10/2021,58,469905,0.0,0.0,651,124.0,6387,6057.0,330.0,11,0.0,0,Agree,2/11/2021 14:50
23127,Missouri,MO,2/10/2021,58,543189,0.0,0.0,1218,363.0,7431,0.0,0.0,270,0.0,Not agree,Not agree,2/11/2021 9:50
23128,Northern Mariana Islands,MP,2/10/2021,58,133,133.0,0.0,0,0.0,2,2.0,0.0,0,0.0,Agree,Agree,2/11/2021 14:50
23129,Mississippi,MS,2/10/2021,58,284664,178340.0,106324.0,911,418.0,6390,4532.0,1858.0,23,18.0,Agree,Agree,2/11/2021 14:50
23130,Montana,MT,2/10/2021,58,96595,96595.0,0.0,307,0.0,1320,1320.0,0.0,5,0.0,Agree,Agree,2/11/2021 14:50
23131,North Carolina,NC,2/10/2021,58,805898,710653.0,95245.0,3833,1345.0,10181,9107.0,1074.0,135,30.0,Agree,Agree,2/11/2021 14:50
23132,North Dakota,ND,2/10/2021,58,98353,93632.0,4721.0,139,23.0,1430,0.0,0.0,1,0.0,Agree,Not agree,2/11/2021 14:50
23133,Nebraska,NE,2/10/2021,58,194632,0.0,0.0,2,0.0,1986,0.0,0.0,0,0.0,Not agree,Not agree,2/11/2021 14:50
23134,New Hampshire,NH,2/10/2021,58,69247,0.0,0.0,329,87.0,1116,0.0,0.0,7,4.0,Not agree,Not agree,2/11/2021 14:50
23135,New Jersey,NJ,2/10/2021,58,732674,653955.0,78719.0,4370,678.0,22250,20004.0,2246.0,147,59.0,Agree,Agree,2/11/2021 14:50
23136,New Mexico,NM,2/10/2021,58,178790,0.0,0.0,510,0.0,3461,0.0,0.0,31,0.0,0,Not agree,2/11/2021 14:50
23137,Nevada,NV,2/10/2021,58,285795,0.0,0.0,659,0.0,4582,0.0,0.0,23,0.0,0,0,2/11/2021 14:50
23138,New York,NY,2/10/2021,58,854170,0.0,0.0,3783,0.0,17084,0.0,0.0,75,0.0,Not agree,Not agree,2/11/2021 14:50
23139,,NYC,2/10/2021,58,656739,559220.0,97519.0,4983,1298.0,28022,22995.0,5027.0,73,2.0,Agree,Agree,2/11/2021 14:50
23140,Ohio,OH,2/10/2021,58,928631,803885.0,124746.0,3281,901.0,11856,10522.0,1334.0,63,9.0,Agree,Agree,2/11/2021 14:50
23141,Oklahoma,OK,2/10/2021,58,422571,334867.0,87704.0,1052,312.0,6253,5314.0,939.0,26,2.0,Agree,Agree,2/11/2021 0:00
23142,Oregon,OR,2/10/2021,58,148475,146755.0,1720.0,543,0.0,2044,2029.0,15.0,13,0.0,Agree,Agree,2/11/2021 14:50
23143,Pennsylvania,PA,2/10/2021,58,880291,761705.0,118586.0,3378,1139.0,22745,0.0,0.0,125,-231.0,Agree,Not agree,2/11/2021 14:50
23144,Puerto Rico,PR,2/10/2021,58,96636,89414.0,7222.0,142,40.0,1902,1607.0,295.0,5,1.0,Agree,Agree,2/11/2021 14:50
23145,Palau,PW,2/10/2021,58,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,2/11/2021 14:50
23146,Rhode Island,RI,2/10/2021,58,120450,0.0,0.0,454,0.0,2457,0.0,0.0,11,0.0,Not agree,0,2/11/2021 14:50
23147,,RMI,2/10/2021,58,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,2/11/2021 14:50
23148,South Carolina,SC,2/10/2021,58,491176,422963.0,68213.0,2457,875.0,8246,0.0,0.0,40,10.0,Agree,Not agree,4/14/2021 13:28
23149,South Dakota,SD,2/10/2021,58,109580,0.0,0.0,175,59.0,1815,1469.0,346.0,6,0.0,0,Agree,2/11/2021 14:50
23150,Tennessee,TN,2/10/2021,58,750409,632860.0,117549.0,2947,826.0,10731,8652.0,2079.0,100,34.0,Agree,Agree,2/11/2021 14:50
23151,Texas,TX,2/10/2021,58,2517453,0.0,0.0,12897,2619.0,43245,0.0,0.0,224,0.0,Not agree,Not agree,2/11/2021 0:00
23152,Utah,UT,2/10/2021,58,357339,357339.0,0.0,1299,0.0,1765,1711.0,54.0,17,1.0,Agree,Agree,2/11/2021 14:50
23153,Virginia,VA,2/10/2021,58,541018,429779.0,111239.0,3699,1108.0,6958,5978.0,980.0,26,-1.0,Agree,Agree,2/11/2021 14:50
23154,Virgin Islands,VI,2/10/2021,58,2505,0.0,0.0,20,0.0,25,0.0,0.0,1,0.0,0,0,2/11/2021 14:50
23155,Vermont,VT,2/10/2021,58,13122,0.0,0.0,17,12.0,187,0.0,0.0,1,0.0,Not agree,Not agree,2/11/2021 14:50
23156,Washington,WA,2/10/2021,58,324706,0.0,0.0,681,156.0,4603,0.0,0.0,45,0.0,0,0,2/11/2021 14:50
23157,Wisconsin,WI,2/10/2021,58,603255,551871.0,51384.0,999,178.0,6705,6129.0,576.0,42,7.0,Agree,Agree,2/11/2021 14:50
23158,West Virginia,WV,2/10/2021,58,125951,100878.0,25073.0,429,108.0,2175,0.0,0.0,25,3.0,Agree,Not agree,2/11/2021 14:50
23159,Wyoming,WY,2/10/2021,58,52874,45068.0,7806.0,44,32.0,647,647.0,0.0,0,0.0,Agree,Agree,2/11/2021 14:50
23160,Alaska,AK,2/11/2021,59,54134,0.0,0.0,143,0.0,278,0.0,0.0,0,0.0,0,0,2/12/2021 14:56
23161,Alabama,AL,2/11/2021,59,477570,374746.0,102824.0,1503,358.0,9021,7089.0,1932.0,133,34.0,Agree,Agree,2/12/2021 14:56
23162,Arkansas,AR,2/11/2021,59,311043,0.0,0.0,1103,379.0,5199,0.0,0.0,25,4.0,Not agree,Not agree,2/12/2021 14:56
23163,American Samoa,AS,2/11/2021,59,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,2/12/2021 14:56
23164,Arizona,AZ,2/11/2021,59,791106,738128.0,52978.0,1861,453.0,14662,12983.0,1679.0,200,54.0,Agree,Agree,2/12/2021 14:56
23165,California,CA,2/11/2021,59,3371556,0.0,0.0,8575,0.0,45456,0.0,0.0,461,0.0,Not agree,Not agree,2/12/2021 14:56
23166,Colorado,CO,2/11/2021,59,409683,388291.0,21392.0,1722,154.0,5781,5063.0,718.0,11,3.0,Agree,Agree,2/12/2021 14:56
23167,Connecticut,CT,2/11/2021,59,266499,250131.0,16368.0,1003,117.0,7354,6025.0,1329.0,28,2.0,Agree,Agree,2/12/2021 14:56
23168,District of Columbia,DC,2/11/2021,59,38533,0.0,0.0,185,0.0,973,0.0,0.0,8,0.0,0,0,2/12/2021 14:56
23169,Delaware,DE,2/11/2021,59,81875,77737.0,4138.0,414,37.0,1262,1141.0,121.0,17,3.0,Agree,Agree,2/12/2021 14:56
23170,Florida,FL,2/11/2021,59,1774013,0.0,0.0,8354,2474.0,28382,0.0,0.0,174,15.0,Not agree,Not agree,2/12/2021 14:56
23171,,FSM,2/11/2021,59,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,2/12/2021 14:56
23172,Georgia,GA,2/11/2021,59,955085,783821.0,171264.0,4179,852.0,15513,13672.0,1841.0,92,19.0,Agree,Agree,2/12/2021 14:56
23173,Guam,GU,2/11/2021,59,7689,0.0,0.0,3,0.0,130,0.0,0.0,0,0.0,Not agree,Not agree,2/12/2021 14:56
23174,Hawaii,HI,2/11/2021,59,25905,0.0,0.0,84,0.0,421,0.0,0.0,1,0.0,Not agree,Not agree,2/12/2021 14:56
23175,Iowa,IA,2/11/2021,59,327426,0.0,0.0,853,260.0,5196,0.0,0.0,22,22.0,Not agree,Not agree,2/12/2021 14:56
23176,Idaho,ID,2/11/2021,59,166876,135711.0,31165.0,323,75.0,1791,1577.0,214.0,0,0.0,Agree,Agree,2/12/2021 14:56
23177,Illinois,IL,2/11/2021,59,1155833,1155833.0,0.0,2838,0.0,21985,19841.0,2144.0,116,14.0,Agree,Agree,2/12/2021 14:56
23178,Indiana,IN,2/11/2021,59,645006,0.0,0.0,1701,0.0,12028,11605.0,423.0,27,0.0,Not agree,Agree,2/12/2021 14:56
23179,Kansas,KS,2/11/2021,59,284894,233585.0,51309.0,0,0.0,4303,0.0,0.0,0,0.0,Agree,0,2/12/2021 14:56
23180,Kentucky,KY,2/11/2021,59,384903,297942.0,86961.0,1871,677.0,4211,3830.0,381.0,36,5.0,Agree,Agree,2/12/2021 14:56
23181,Louisiana,LA,2/11/2021,59,417415,0.0,0.0,2728,869.0,9239,8617.0,622.0,27,4.0,Not agree,Agree,2/12/2021 14:56
23182,Massachusetts,MA,2/11/2021,59,533154,523258.0,9896.0,2213,0.0,15172,14964.0,208.0,61,0.0,Agree,Agree,2/12/2021 14:56
23183,Maryland,MD,2/11/2021,59,368977,0.0,0.0,1112,0.0,7503,7324.0,179.0,36,0.0,0,Agree,2/12/2021 14:56
23184,Maine,ME,2/11/2021,59,42259,33713.0,8546.0,201,64.0,643,630.0,13.0,2,0.0,Agree,Agree,2/12/2021 14:56
23185,Michigan,MI,2/11/2021,59,626477,572179.0,54298.0,1507,223.0,16019,15052.0,967.0,80,5.0,Agree,Agree,2/12/2021 14:56
23186,Minnesota,MN,2/11/2021,59,470803,0.0,0.0,898,110.0,6411,6081.0,330.0,24,0.0,0,Agree,2/12/2021 14:56
23187,Missouri,MO,2/11/2021,59,544493,0.0,0.0,1304,357.0,7442,0.0,0.0,11,0.0,Not agree,Not agree,2/12/2021 9:56
23188,Northern Mariana Islands,MP,2/11/2021,59,134,134.0,0.0,1,0.0,2,2.0,0.0,0,0.0,Agree,Agree,2/12/2021 14:56
23189,Mississippi,MS,2/11/2021,59,285648,178793.0,106855.0,984,531.0,6429,4554.0,1875.0,39,17.0,Agree,Agree,2/12/2021 14:56
23190,Montana,MT,2/11/2021,59,96842,96842.0,0.0,247,0.0,1320,1320.0,0.0,0,0.0,Agree,Agree,2/12/2021 14:56
23191,North Carolina,NC,2/11/2021,59,810466,714012.0,96454.0,4568,1209.0,10294,9189.0,1105.0,113,31.0,Agree,Agree,2/12/2021 14:56
23192,North Dakota,ND,2/11/2021,59,98466,93723.0,4743.0,113,22.0,1431,0.0,0.0,1,0.0,Agree,Not agree,2/12/2021 14:56
23193,Nebraska,NE,2/11/2021,59,195441,0.0,0.0,809,0.0,2002,0.0,0.0,16,0.0,Not agree,Not agree,2/12/2021 14:56
23194,New Hampshire,NH,2/11/2021,59,69612,0.0,0.0,365,66.0,1117,0.0,0.0,1,0.0,Not agree,Not agree,2/12/2021 14:56
23195,New Jersey,NJ,2/11/2021,59,736330,656904.0,79426.0,3656,707.0,22329,20083.0,2246.0,79,0.0,Agree,Agree,2/12/2021 14:56
23196,New Mexico,NM,2/11/2021,59,179323,0.0,0.0,533,0.0,3479,0.0,0.0,18,0.0,0,Not agree,2/12/2021 14:56
23197,Nevada,NV,2/11/2021,59,286387,0.0,0.0,592,0.0,4637,0.0,0.0,55,0.0,0,0,2/12/2021 14:56
23198,New York,NY,2/11/2021,59,859076,0.0,0.0,4906,0.0,17153,0.0,0.0,69,0.0,Not agree,Not agree,2/12/2021 14:56
23199,,NYC,2/11/2021,59,661248,562696.0,98552.0,4509,1033.0,28096,23085.0,5011.0,74,-16.0,Agree,Agree,2/12/2021 14:56
23200,Ohio,OH,2/11/2021,59,931437,805971.0,125466.0,2806,720.0,12577,11104.0,1473.0,721,139.0,Agree,Agree,2/12/2021 14:56
